% Model:              Ellipse3.mph
% Version:            COMSOL 6.3.0.290
% Date:               Oct 26 2025, 11:01
% Dimension:          2
% Nodes:              10201
% Expressions:        5
% Description: Displacement field, X component, Displacement field, Y component, Strain tensor, XX component, Strain tensor, YY component, Strain tensor, XY component
% Length unit:        m
% X                       Y                        u (m)                    v (m)                    solid.eXX (1)            solid.eYY (1)            solid.eXY (1)
-0.72                     0.6600000000000001       -0.0021665662202977904   -5.760625311994186E-4    0.0029904218614147083    -9.431384960033561E-4    3.62447994445474E-5
-0.7                      0.6799999999999999       -0.002104992819312985    -5.952494784779884E-4    0.002998400344659239     -9.463962265023115E-4    3.3393126153807504E-5
-0.6799999999999999       0.7                      -0.002043312779479717    -6.145740521121236E-4    0.003005451494668273     -9.486045912855179E-4    2.9921013295474446E-5
-0.6599999999999998       0.72                     -0.001981568879887112    -6.340132027594178E-4    0.003011464148556344     -9.4969223212071E-4      2.5982277999720093E-5
-0.6400000000000001       0.74                     -0.0019198028997894614   -6.535391654784829E-4    0.0030163616915125668    -9.496246747859056E-4    2.1749287806076512E-5
-0.6200000000000001       0.76                     -0.0018580543340883415   -6.731202268954901E-4    0.003020106208774865     -9.484063976352939E-4    1.7402958052799983E-5
-0.6000000000000001       0.78                     -0.001796359258031277    -6.92721710329293E-4     0.0030226995879197444    -9.460798281507322E-4    1.3122370346740214E-5
-0.5800000000000001       0.8                      -0.0017347494136517648   -7.12307102305861E-4     0.0030241816012774613    -9.427214476042852E-4    9.075020721353624E-6
-0.56                     0.8200000000000001       -0.001673251565852842    -7.31839233555256E-4     0.003024625362845902     -9.384355287078856E-4    5.408566988752972E-6
-0.54                     0.8400000000000001       -0.0016118871478142587   -7.512814283506904E-4    0.0030241308275962644    -9.333462700666095E-4    2.244685250631905E-6
-0.52                     0.8600000000000001       -0.001550672188035453    -7.705985468841879E-4    0.0030228171453861863    -9.275891929526615E-4    -3.2467488301294217E-7
-0.5                      0.8800000000000001       -0.001489617488521571    -7.897578636216052E-4    0.003020814691277437     -9.213026320647448E-4    -2.2386638744075256E-6
-0.48                     0.9000000000000001       -0.0014287290077059122   -8.087297467509871E-4    0.003018257491722992     -9.146200117506535E-4    -3.466823477122645E-6
-0.4599999999999999       0.9199999999999999       -0.0013680083934351297   -8.274881264519817E-4    0.00301527659191881      -9.07663397091101E-4     -4.0067591339281E-6
-0.44                     0.94                     -0.001307453610105528    -8.46010759973162E-4     0.003011994708067664     -9.005385921217916E-4    -3.880737718603724E-6
-0.4199999999999999       0.96                     -0.0012470596081678596   -8.642793176631636E-4    0.0030085223102413587    -8.933318411783421E-4    -3.1317258291336576E-6
-0.3999999999999999       0.98                     -0.0011868189932530491   -8.822793282403767E-4    0.0030049552087381497    -8.861084703618447E-4    -1.8196818852622668E-6
-0.37999999999999995      1                        -0.0011267226134694889   -9.000000000000001E-4    0.0030013751480146406    -8.789125966798894E-4    -1.7907473084483815E-8
-1                        0.3600000000000001       -0.0030000000000000005   -3.069974330721266E-4    0.0028492740735671096    -8.502410808463925E-4    -1.23661833640575E-8
-0.98                     0.3800000000000001       -0.0029428522600771644   -3.240452639519788E-4    0.002857340012094011     -8.560379696191854E-4    4.863528898472532E-6
-0.96                     0.40000000000000013      -0.0028853703777980562   -3.4118198522728205E-4   0.0028656652179274663    -8.620586321179587E-4    9.958723022811486E-6
-0.94                     0.4199999999999999       -0.00282754083473114     -3.584140152679736E-4    0.0028742959302379273    -8.683184136060104E-4    1.513611863444668E-5
-0.9199999999999999       0.43999999999999995      -0.002769352965283241    -3.757498188938176E-4    0.002883270935638444     -8.748212807196966E-4    2.0257097177075027E-5
-0.8999999999999998       0.45999999999999996      -0.0027107993144353006   -3.931995852739818E-4    0.0028926130356260785    -8.81556492567721E-4     2.5179485421940783E-5
-0.8799999999999998       0.48                     -0.002651876120672481    -4.1077486864462745E-4   0.0029023247635542684    -8.884947969424439E-4    2.97599103123841E-5
-0.8599999999999998       0.5                      -0.002592583842866258    -4.2848809346260423E-4   0.002912384089968592     -8.95585308181289E-4     3.38570815726042E-5
-0.8400000000000001       0.52                     -0.0025329276892612006   -4.46351922898686E-4     0.0029227410779556462    -9.02753378449115E-4     3.733639124573615E-5
-0.8200000000000001       0.54                     -0.0024729180930581564   -4.643784977525701E-4    0.002933315893480379     -9.098998449009477E-4    4.0075678708225274E-5
-0.8                      0.56                     -0.00241257107286649     -4.825785664201247E-4    0.00294399863364646      -9.16902046278425E-4     4.19718580932747E-5
-0.78                     0.5800000000000001       -0.002351908414805153    -5.00960542555555E-4     0.002954651381116486     -9.236169270009862E-4    4.294790380835028E-5
-0.76                     0.6000000000000001       -0.0022909576182276823   -5.195295438573483E-4    0.002965112744667602     -9.298863838604921E-4    4.295950355023432E-5
-0.74                     0.6200000000000001       -0.002229751560338122    -5.382864802733306E-4    0.0029752049015698023    -9.355447626029981E-4    4.200056006833727E-5
-0.72                     0.6400000000000001       -0.002168327856610515    -5.572272696345153E-4    0.002984742838157963     -9.404281039013951E-4    4.0106698411317025E-5
-0.7                      0.6600000000000001       -0.00210672792252943     -5.763422601292037E-4    0.002993545137731817     -9.44384419384873E-4     3.735604970768527E-5
-0.6799999999999999       0.6799999999999999       -0.0020449957745203202   -5.956159298582925E-4    0.0030014453576388245    -9.472840151659607E-4    3.386684563407537E-5
-0.6599999999999999       0.7                      -0.0019831766393337553   -6.150269134432111E-4    0.0030083028441051395    -9.490287418254133E-4    2.9791743759877037E-5
-0.6400000000000001       0.72                     -0.0019213154662627997   -6.345483760331279E-4    0.0030140118131594326    -9.495590870231596E-4    2.5309250200030847E-5
-0.6200000000000001       0.74                     -0.0018594554506919864   -6.541487200621322E-4    0.0030185077022865936    -9.488582534045951E-4    2.0613025081600334E-5
-0.6000000000000001       0.76                     -0.0017976366777311072   -6.737925752574556E-4    0.003021770146552314     -9.469527472261095E-4    1.5900158988057498E-5
-0.5800000000000001       0.78                     -0.0017358949808806512   -6.934419935083657E-4    0.0030238223873694514    -9.439094684670068E-4    1.1359629924120526E-5
-0.56                     0.8                      -0.0016742610853753474   -7.130577519752454E-4    0.0030247273891569476    -9.398297466512254E-4    7.1620694547241725E-6
-0.54                     0.8200000000000001       -0.001612760073716592    -7.326006627457964E-4    0.003024581327520199     -9.348411202987293E-4    3.45171100249742E-6
-0.52                     0.8400000000000001       -0.0015514111774731461   -7.52032795264578E-4     0.0030235053572960934    -9.290878540545849E-4    3.4102822052695564E-7
-0.5                      0.8600000000000001       -0.0014902278697983445   -7.713185361442218E-4    0.003021636645129564     -9.227212105475943E-4    -2.0918217529638296E-6
-0.48000000000000004      0.8800000000000001       -0.0014292182109092312   -7.904254357870233E-4    0.0030191195747497116    -9.158903682018635E-4    -3.802982350713736E-6
-0.46                     0.9000000000000001       -0.0013683853856753822   -8.093248180814603E-4    0.0030160978479013023    -9.087346522515914E-4    -4.780791887023039E-6
-0.44                     0.9199999999999999       -0.0013077283682809988   -8.27992154440709E-4     0.003012707965652893     -9.013774832782826E-4    -5.0422058468124384E-6
-0.41999999999999993      0.94                     -0.0012472426520766008   -8.464072239674961E-4    0.0030090743352949047    -8.939221984439549E-4    -4.628390920253159E-6
-0.3999999999999999       0.96                     -0.001186920990834702    -8.645540962954056E-4    0.003005306040184954     -8.864496857700702E-4    -3.600056244105453E-6
-0.3799999999999999       0.98                     -0.0011267541093611182   -8.824209845244023E-4    0.0030014952426707154    -8.790179508681601E-4    -2.0332591283133785E-6
-0.35999999999999993      1                        -0.001066731320680984    -9.000000000000001E-4    0.0029977184374146335    -8.716633686562855E-4    -1.5979231754915343E-8
-1                        0.3400000000000001       -0.0030000000000000005   -2.900484150961539E-4    0.0028414906720136877    -8.446672296702542E-4    -1.643611155597441E-8
-0.98                     0.3600000000000001       -0.0029430146166776676   -3.069825453665695E-4    0.002849205339354006     -8.502305686980674E-4    4.710462496458738E-6
-0.96                     0.3800000000000001       -0.002885706221255368    -3.2400077944108884E-4   0.0028572109082942304    -8.560496859708822E-4    9.756376428146987E-6
-0.94                     0.40000000000000013      -0.00282805766779919     -3.411091700555173E-4    0.002865558833903279     -8.621456050704884E-4    1.4984009907974619E-5
-0.9199999999999999       0.4199999999999999       -0.0027700545146012103   -3.583160259885572E-4    0.0028742967861159624    -8.685301440667469E-4    2.0252513408855135E-5
-0.8999999999999999       0.43999999999999995      -0.002711685369016675    -3.756316582281586E-4    0.002883459012238951     -8.752022461823097E-4    2.5414715925005268E-5
-0.8799999999999999       0.46                     -0.0026529423914072067   -3.930681026242699E-4    0.0028930614452828823    -8.821434753666208E-4    3.0319043673415398E-5
-0.8599999999999999       0.48000000000000004      -0.0025938218731061647   -4.106386960519891E-4    0.0029030964198684117    -8.893139749382798E-4    3.481233329203617E-5
-0.8400000000000001       0.5                      -0.0025343248511337734   -4.2835749828441837E-4   0.0029135280975404374    -8.966492179858979E-4    3.874413685420164E-5
-0.8200000000000001       0.52                     -0.0024744577045801674   -4.4623855821596684E-4   0.0029242890353646015    -9.040579757214588E-4    4.1972476204422036E-5
-0.8                      0.54                     -0.0024142326672579053   -4.6429503628132325E-4   0.002935278449028566     -9.114219910168775E-4    4.4370854697483676E-5
-0.78                     0.56                     -0.0023536681848236245   -4.8253821199675E-4      0.0029463627228298434    -9.185978181060645E-4    4.583610278121921E-5
-0.76                     0.5800000000000001       -0.002292789044619947    -5.00976425242295E-4     0.0029573786189230366    -9.254211656163705E-4    4.629638998812288E-5
-0.74                     0.6000000000000001       -0.0022316262153208454   -5.196140196053357E-4    0.002968139418811989     -9.317138467766958E-4    4.5718525374429005E-5
-0.72                     0.6200000000000001       -0.0021702163524659275   -5.384503722120415E-4    0.0029784438966128806    -9.372931089104015E-4    4.4113548628178616E-5
-0.7                      0.6400000000000001       -0.0021086009548240067   -5.574791029053478E-4    0.0029880876138944864    -9.419827261363945E-4    4.153964057619728E-5
-0.6799999999999999       0.6600000000000001       -0.0020468251926826914   -5.766875527419635E-4    0.00299687561053609      -9.456248663210831E-4    3.810158998941288E-5
-0.6599999999999999       0.6799999999999999       -0.0019849364678326538   -5.960566054860008E-4    0.00300463523702732      -9.480914744362324E-4    3.3946439834448576E-5
-0.6400000000000001       0.7                      -0.0019229827998826067   -6.155608965161232E-4    0.0030112277207372342    -9.492938313128661E-4    2.9255447965736E-5
-0.6200000000000001       0.72                     -0.001861011158109298    -6.351694147470713E-4    0.0030165571403868254    -9.491890962298183E-4    2.4233038734611245E-5
-0.6000000000000001       0.74                     -0.0017990658673148585   -6.548464607556687E-4    0.0030205758028879113    -9.477830147458869E-4    1.9093877061760144E-5
-0.5800000000000001       0.76                     -0.0017371872080512586   -6.745528855344406E-4    0.0030232855166407494    -9.451285012151296E-4    1.4049462477427077E-5
-0.56                     0.78                     -0.0016754103075741122   -6.942475059110872E-4    0.0030247348299281113    -9.41320377720798E-4     9.295660717622995E-6
-0.54                     0.8                      -0.0016137643826847536   -7.138885792109334E-4    0.0030250128310555305    -9.364870479337088E-4    5.002370500361772E-6
-0.52                     0.8200000000000001       -0.0015522723557848878   -7.334352225201285E-4    0.0030242404872651354    -9.307802117061217E-4    1.306126783951501E-6
-0.5                      0.8400000000000001       -0.001490950827750694    -7.528486789712849E-4    0.0030225606774589597    -9.243638402679556E-4    -1.694032704567957E-6
-0.48                     0.8600000000000001       -0.0014298103610036648   -7.720933604343177E-4    0.003020128049035673     -9.174035439647093E-4    -3.937562520358076E-6
-0.45999999999999996      0.8800000000000001       -0.0013688560064711404   -7.911376273965022E-4    0.0030170996457180486    -9.100572282444018E-4    -5.4007425501441246E-6
-0.43999999999999995      0.9000000000000001       -0.0013080879995688523   -8.099542974985475E-4    0.003013626978740106     -9.024676226197492E-4    -6.093037743971638E-6
-0.41999999999999993      0.9199999999999999       -0.0012475025514692396   -8.285209002838993E-4    0.0030098499172039606    -8.947569524609948E-4    -6.052244581495281E-6
-0.3999999999999999       0.94                     -0.0011870926701047955   -8.468197150632973E-4    0.003005892509099993     -8.870237578895704E-4    -5.339140655675093E-6
-0.37999999999999995      0.96                     -0.0011268489575314315   -8.648376408920011E-4    0.0030018606423162474    -8.793416683024283E-4    -4.032220720920007E-6
-0.35999999999999993      0.98                     -0.0010667603443967626   -8.825659541854242E-4    0.0029978414054703333    -8.717600191353534E-4    -2.223138898161177E-6
-0.3399999999999999       1                        -0.0010068147206500925   -9.000000000000001E-4    0.002993905065445078     -8.643067573486221E-4    -1.3636594636597671E-8
-1                        0.32000000000000006      -0.0030000000000000005   -2.732081535500725E-4    0.002834108477451275     -8.393695815999228E-4    -2.0443658458521124E-8
-0.98                     0.34000000000000014      -0.0029431703768574937   -2.900338146757505E-4    0.002841400652352712     -8.446435300029897E-4    4.508129974451919E-6
-0.96                     0.36000000000000015      -0.0028860317845414017   -3.0693816977465607E-4   0.002849012586220436     -8.502029440114316E-4    9.455397398412582E-6
-0.94                     0.38000000000000017      -0.002828563514588815    -3.2392680362717407E-4   0.002856999773185792     -8.560737379752148E-4    1.468646220657236E-5
-0.9199999999999999       0.40000000000000013      -0.002770747368363873    -3.410077157719802E-4    0.002865417973297748     -8.622751825451192E-4    2.0060885336844338E-5
-0.8999999999999998       0.41999999999999993      -0.0027125679767108185   -3.581911442363719E-4    0.002874312661842566     -8.688160169268207E-4    2.542919860478582E-5
-0.8799999999999999       0.43999999999999995      -0.0026540133099029095   -3.754893829564589E-4    0.0028837136828514104    -8.756893710050758E-4    3.063429628992996E-5
-0.8599999999999999       0.45999999999999996      -0.00259507529128709     -3.9291644643054665E-4   0.0028936291003571063    -8.828678961686432E-4    3.551362518266995E-5
-0.8400000000000001       0.4799999999999999       -0.002535750484402338    -4.1048756711608935E-4   0.0029040394599925343    -8.902994280283976E-4    3.990297883502136E-5
-0.8200000000000001       0.5                      -0.0024760408018707426   -4.2821851507123253E-4   0.0029148928941051095    -8.979036249286357E-4    4.364197762985576E-5
-0.8                      0.52                     -0.002415954170098901    -4.4612474123117263E-4   0.002926101681989861     -9.055701403586658E-4    4.6581184368017205E-5
-0.78                     0.54                     -0.002355505072182068    -4.642203627683833E-4    0.0029375409444377157    -9.131589216917878E-4    4.8590558834367643E-5
-0.76                     0.56                     -0.0022947148853197288   -4.825170306110254E-4    0.002949050120570123     -9.205031632901784E-4    4.956866428911458E-5
-0.74                     0.5800000000000001       -0.0022336119317346724   -5.010227431909397E-4    0.002960437709139135     -9.274152501985994E-4    4.945174672726782E-5
-0.72                     0.6000000000000001       -0.0021722311762143224   -5.197406932149662E-4    0.002971489439973563     -9.336957008717547E-4    4.8221578090856344E-5
-0.7                      0.6200000000000001       -0.0021106135301140997   -5.386682509234019E-4    0.0029819795934730256    -9.391446798086353E-4    4.591086239474877E-5
-0.6799999999999999       0.6400000000000001       -0.0020488047596693704   -5.577961928713314E-4    0.002991684670175264     -9.435751711418666E-4    4.2605114061458815E-5
-0.6599999999999998       0.6600000000000001       -0.001986854041501619    -5.771082757479474E-4    0.0030003981312366292    -9.468264844828105E-4    3.844026005730393E-5
-0.6400000000000001       0.6799999999999999       -0.0019248122533965983   -5.965812286480567E-4    0.003007944604787073     -9.487765186320854E-4    3.359576332906025E-5
-0.6200000000000001       0.7                      -0.0018627301255535217   -6.161851966080242E-4    0.0030141918851995797    -9.49351227226739E-4     2.8283722391452108E-5
-0.6000000000000001       0.72                     -0.0018006563990038227   -6.358846188974292E-4    0.00301905928903249      -9.485300438713725E-4    2.273503207896015E-5
-0.5800000000000001       0.74                     -0.0017386361390300945   -6.556394759381852E-4    0.0030225214405119       -9.46346584964315E-4     1.7184147682599318E-5
-0.56                     0.76                     -0.0016767093317093331   -6.754067978207797E-4    0.0030246072335228433    -9.428846385921043E-4    1.1854171745331876E-5
-0.54                     0.78                     -0.0016149098551704693   -6.951423024401984E-4    0.003025394405631462     -9.382701142269916E-4    6.943846938042263E-6
-0.52                     0.8                      -0.0015532648711248426   -7.148020258971969E-4    0.003025000716360605     -9.32660130222817E-4     2.617638701645289E-6
-0.5                      0.8200000000000001       -0.0014917946352797273   -7.343438213122819E-4    0.0030235730477496323    -9.262306674835095E-4    -1.0004619174031915E-6
-0.4799999999999999       0.8400000000000001       -0.0014305126849971583   -7.537286302086728E-4    0.003021275810590541     -9.191642036659803E-4    -3.829359461474131E-6
-0.45999999999999996      0.8600000000000001       -0.0013694263340609783   -7.729214666508673E-4    0.00301827988075633      -9.116385126311468E-4    -5.829925777653491E-6
-0.4399999999999999       0.8800000000000001       -0.001308537389528879    -7.918920916270047E-4    0.0030147529848945968    -9.038174562648865E-4    -7.001469517664727E-6
-0.42                     0.8999999999999999       -0.0012478430033899075   -8.106153882368341E-4    0.003010852093559472     -8.958442045394461E-4    -7.3764920894170824E-6
-0.3999999999999999       0.9199999999999999       -0.0011873365792334876   -8.290714736657135E-4    0.0030067180393116774    -8.878369706973645E-4    -7.014603969494997E-6
-0.3799999999999999       0.94                     -0.001127008667678629    -8.472456004427303E-4    0.0030024723073030467    -8.7988708802151E-4      -5.996350977250028E-6
-0.35999999999999993      0.96                     -0.0010668478003366267   -8.651279076030831E-4    0.0029982157681447976    -8.720590979933541E-4    -4.417512179283669E-6
-0.33999999999999986      0.98                     -0.0010068412279975166   -8.827130836284084E-4    0.0029940291028299226    -8.643924991388443E-4    -2.3843290492711187E-6
-0.3199999999999999       1                        -9.469755469643155E-4    -9.000000000000001E-4    0.0029899755342585113    -8.569063617591063E-4    -1.0918167426657453E-8
-1                        0.30000000000000004      -0.0030000000000000005   -2.5647058263619874E-4   0.0028271965153587875    -8.344022126162849E-4    -2.4303893855770475E-8
-0.98                     0.3200000000000001       -0.002943318112147465    -2.7319410621618763E-4   0.002833997723566059     -8.393328368957422E-4    4.257339258863611E-6
-0.96                     0.34                     -0.0028863441549605395   -2.899903416725563E-4    0.0028411442990903305    -8.445758309636557E-4    9.055256236609332E-6
-0.94                     0.36000000000000004      -0.0028290539870293517   -3.068643209117976E-4    0.002848694406165859     -8.501610313030693E-4    1.4239599753520233E-5
-0.9199999999999999       0.38000000000000017      -0.002771425740196356    -3.2382359159019154E-4   0.0028567107879381762    -8.561144939810469E-4    1.9673105511789264E-5
-0.8999999999999999       0.40000000000000013      -0.002713440101933529    -3.4087812493419447E-4   0.0028652495316748017    -8.624545327733931E-4    2.5206933702515534E-5
-0.8799999999999999       0.42                     -0.002655080814983325    -3.5804023786561046E-4   0.0028743544586305597    -8.691862323195807E-4    3.068146861966737E-5
-0.8599999999999998       0.43999999999999995      -0.0025963353083591155   -3.753243613084937E-4    0.002884050290988686     -8.762958935802258E-4    3.592775353393994E-5
-0.8400000000000001       0.45999999999999996      -0.002537195438873534    -3.9274663398620866E-4   0.002894335886647425     -8.83745705497384E-4     4.0770564880250104E-5
-0.8200000000000001       0.48                     -0.002477658297973338    -4.1032430194505766E-4   0.0029051779401095524    -8.914690734262183E-4    4.50333371613774E-5
-0.8                      0.5                      -0.002417727020979341    -4.280749136215657E-4    0.0029165057833221222    -8.993672004207603E-4    4.854505258690209E-5
-0.78                     0.52                     -0.0023574115190256578   -4.4601531603220254E-4   0.002928208059261405     -9.073076188388929E-4    5.114896898085272E-5
-0.76                     0.54                     -0.002296729041164417    -4.6416047986381446E-4   0.002940132095963978     -9.151253827305172E-4    5.271274155882379E-5
-0.74                     0.56                     -0.0022357044691506014   -4.8252220843548235E-4   0.0029520867261967044    -9.226275100815423E-4    5.313913151817808E-5
-0.72                     0.5800000000000001       -0.00217437025432014     -5.011078144304507E-4    0.002963849037265371     -9.296009762072647E-4    5.237615027700969E-5
-0.7                      0.6000000000000001       -0.002112765927643976    -5.199188738872217E-4    0.0029751750880667497    -9.358241063037858E-4    5.0425251397879144E-5
-0.6799999999999999       0.6200000000000001       -0.0020509371510262064   -5.389501829419745E-4    0.0029858140389359363    -9.410806471781512E-4    4.7346148547373956E-5
-0.6599999999999999       0.6400000000000001       -0.0019889343273004714   -5.581890431612534E-4    0.0029955245049657375    -9.451752200157572E-4    4.325707874713356E-5
-0.6400000000000001       0.6600000000000001       -0.0019268108414767125   -5.776149819687499E-4    0.003004091410443046     -9.479484094159545E-4    3.832985816242218E-5
-0.6200000000000001       0.6799999999999999       -0.0018646210570370783   -5.971999754745451E-4    0.003011341342671207     -9.492895688841286E-4    3.2779822908196296E-5
-0.6000000000000001       0.7                      -0.001802418228171122    -6.169091866058365E-4    0.0030171544844577666    -9.491456076644762E-4    2.6851561582886575E-5
-0.5800000000000001       0.72                     -0.0017402525035732051   -6.367021708017016E-4    0.003021471662316475     -9.47524563731403E-4     2.080203999354641E-5
-0.56                     0.74                     -0.0016781691862199292   -6.565344459486066E-4    0.0030242957920746036    -9.444935554141729E-4    1.4883121024343004E-5
-0.54                     0.76                     -0.0016162073786645176   -6.763592832483503E-4    0.0030256878627969116    -9.401715585261548E-4    9.325499759412515E-6
-0.52                     0.78                     -0.0015543990922789236   -6.961295582448446E-4    0.003025758375604685     -9.347181812716735E-4    4.325719562047146E-6
-0.5                      0.8                      -0.001492768841928752    -7.157995078846869E-4    0.003024655685745989     -9.283200579077664E-4    3.7319784331144947E-8
-0.48                     0.8200000000000001       -0.0014313336951541347   -7.353262665797986E-4    0.0030225529062873646    -9.21176594752379E-4     -3.4335457224519483E-6
-0.46                     0.8400000000000001       -0.001370103704866213    -7.546710944585062E-4    0.0030196349343456982    -9.134866118088628E-4    -6.028327229890571E-6
-0.43999999999999995      0.8600000000000001       -0.0013090826307466637   -7.738002557456967E-4    0.003016086839647443     -9.054370284013183E-4    -7.732912509227132E-6
-0.41999999999999993      0.8800000000000001       -0.0012482688469266263   -7.926855468759305E-4    0.0030120844244837055    -8.971942637239018E-4    -8.57209877976842E-6
-0.3999999999999999       0.9000000000000001       -0.0011876563391777833   -8.113045072835908E-4    0.0030077873305388108    -8.888985707837374E-4    -8.60276412536201E-6
-0.37999999999999995      0.9199999999999999       -0.0011272357093559905   -8.296403684272665E-4    0.0030033347070179393    -8.806611662778708E-4    -7.906680118264838E-6
-0.3599999999999998       0.94                     -0.0010669951236265964   -8.476818085462581E-4    0.0029988432033084393    -8.725637897477436E-4    -6.583698178022274E-6
-0.3399999999999998       0.96                     -0.0010069211602721144   -8.654225836121171E-4    0.0029944069150994583    -8.646602281252661E-4    -4.745806123413257E-6
-0.3199999999999999       0.98                     -9.469995297535183E-4    -8.828611002251087E-4    0.0029900989336608444    -8.569792250901322E-4    -2.512314435617471E-6
-0.2999999999999999       1                        -8.872156780397023E-4    -9.000000000000001E-4    0.0029859748199423386    -8.495307968442831E-4    -7.876491817824672E-9
-1                        0.28                     -0.0030000000000000005   -2.3982858053964084E-4   0.0028208202091244416    -8.298165325059675E-4    -2.7932634777232124E-8
-0.98                     0.3000000000000001       -0.002943456439565025    -2.5645734891361775E-4   0.0028270660515323878    -8.34352928235548E-4     3.959929347542781E-6
-0.96                     0.32000000000000006      -0.002886640456906438    -2.7315233464262695E-4   0.00283367922279118      -8.392254106571488E-4    8.557453926975617E-6
-0.94                     0.3400000000000001       -0.0028295246714215966   -2.8991795246289024E-4   0.0028407190413917934    -8.444666239127233E-4    1.3642452993613448E-5
-0.9199999999999999       0.3600000000000001       -0.0027720837021697896   -3.067611712805575E-4    0.0028482538375870317    -8.501084895642805E-4    1.9083627913589935E-5
-0.8999999999999999       0.38000000000000017      -0.002714294401740289    -3.236915094041475E-4    0.002856349290559062     -8.561783292817224E-4    2.4735817579412984E-5
-0.8799999999999999       0.40000000000000013      -0.0026561363287530243   -3.407210677430111E-4    0.0028650627739413756    -8.626931630775356E-4    3.0440173774466455E-5
-0.8599999999999999       0.42                     -0.002597592375726825    -3.578644136367787E-4    0.0028744360677630206    -8.696536578829449E-4    3.602474257452951E-5
-0.8400000000000001       0.43999999999999995      -0.0025386495428671722   -3.7513828938442144E-4   0.0028844877726615045    -8.770379684750878E-4    4.1306632694773316E-5
-0.8200000000000001       0.45999999999999996      -0.0024792998220378834   -3.9256111696906864E-4   0.002895205754179208     -8.84795854647541E-4     4.609610669450056E-5
-0.8                      0.48                     -0.0024195411349707536   -4.10152276841866E-4     0.0029065402271519977    -8.928436675759906E-4    5.020288418602249E-5
-0.78                     0.5                      -0.0023593782483848458   -4.2793115174603495E-4   0.0029183982984736373    -9.010609669723E-4       5.344473477489545E-5
-0.76                     0.52                     -0.002298823569048442    -4.4591594767097773E-4   0.002930640937676273     -9.092896329101052E-4    5.565811969027399E-5
-0.74                     0.54                     -0.002237897708186468    -4.6412233274849415E-4   0.0029430833724254876    -9.173363125115948E-4    5.6710230631157724E-5
-0.72                     0.56                     -0.002176629702107949    -4.825619688565786E-4    0.0029554997438843897    -9.249788348668671E-4    5.651132498975369E-5
-0.7                      0.5800000000000001       -0.002115056789305222    -5.012410450919489E-4    0.002967632461389258     -9.319768055640979E-4    5.502586095340543E-5
-0.6799999999999999       0.6000000000000001       -0.002053223676496675    -5.201589501230255E-4    0.0029792060740842716    -9.380859746259939E-4    5.2280715322452057E-5
-0.6599999999999999       0.6200000000000001       -0.001991181276488924    -5.393072337082881E-4    0.0029899447096368276    -9.430752480231985E-4    4.8368839638174406E-5
-0.6400000000000001       0.6400000000000001       -0.0019289849639044932   -5.586689993550183E-4    0.0029995913716088667    -9.467445398796213E-4    4.344714630628912E-5
-0.6200000000000001       0.6600000000000001       -0.0018666924606963663   -5.782188367665335E-4    0.0030079268355890434    -9.489412294804671E-4    3.772819301545912E-5
-0.6000000000000001       0.6799999999999999       -0.001804361519105839    -5.979233466016855E-4    0.003014785720549825     -9.495729556042784E-4    3.146621599020832E-5
-0.5800000000000001       0.7                      -0.0017420476030151173   -6.177422395875651E-4    0.003020067628695946     -9.486149168977439E-4    2.49390276741146E-5
-0.56                     0.72                     -0.0016798017715048774   -6.376299202616166E-4    0.0030237420020613795    -9.461106826038415E-4    1.8427998285401072E-5
-0.54                     0.74                     -0.0016176689398297156   -6.57537406844451E-4     0.003025846362745145     -9.421665604282201E-4    1.2198602882994986E-5
-0.52                     0.76                     -0.0015556866393770994   -6.774144043135912E-4    0.0030264786359883214    -9.369405636226215E-4    6.48378367502922E-6
-0.5                      0.78                     -0.0014938843312620861   -6.972113429347299E-4    0.003025785062142128     -9.30627739000585E-4     1.4717407916591258E-6
-0.48                     0.8                      -0.0014322832615537894   -7.168812174763771E-4    0.0030239456328474343    -9.234439309027278E-4    -2.701086221221597E-6
-0.45999999999999996      0.8200000000000001       -0.0013708967912339342   -7.363811054589866E-4    0.0030211590084440673    -9.156099581863549E-4    -5.951931624572942E-6
-0.43999999999999995      0.8400000000000001       -0.0013097310978070857   -7.556732955197202E-4    0.0030176285657267134    -9.07337771726373E-4     -8.249266318903715E-6
-0.41999999999999993      0.8600000000000001       -0.0012487861297321217   -7.747260089831428E-4    0.00301355072629639      -8.988195908861824E-4    -9.60716450074175E-6
-0.3999999999999999       0.8800000000000001       -0.0011880566969210027   -7.935137412589873E-4    0.0030091061712266506    -8.902204383675088E-4    -1.0077751679357601E-5
-0.37999999999999995      0.9000000000000001       -0.0011275335953188123   -8.120172805697619E-4    0.0030044540695293074    -8.816740122256536E-4    -9.742914793405024E-6
-0.3599999999999998       0.9199999999999999       -0.0010672046852269609   -8.302234789704645E-4    0.0029997290981848765    -8.732815057240061E-4    -8.70622158056502E-6
-0.33999999999999986      0.94                     -0.0010070558664441941   -8.481248563311732E-4    0.002995040825959888     -8.651128159084774E-4    -7.085707315354075E-6
-0.3199999999999998       0.96                     -9.470719148384565E-4    -8.657191148476146E-4    0.0029904749609088155    -8.572095618718488E-4    -5.0079165274663495E-6
-0.29999999999999977      0.98                     -8.872371617346411E-4    -8.830086306263841E-4    0.002986096029869422     -8.495891216514926E-4    -2.6032257405006034E-6
-0.28                     1                        -8.275360557963234E-4    -9.000000000000001E-4    0.0029819515392632647    -8.422525730363708E-4    -4.576833538224639E-9
