% Model:              Beam.mph
% Version:            COMSOL 6.3.0.290
% Date:               Jun 14 2025, 10:50
% Dimension:          2
% Nodes:              1000
% Expressions:        5
% Description: Displacement magnitude, Rotation field, Z component, Bending moment, local z direction, Shear force, local y direction, Normal strain at the first calculation point
% Length unit:        m
% X                       Y                        beam.disp (m)            thz (rad)                beam.Mzl (N*m)           beam.Tyl (N)             beam.e_1 (1)
0.2165                    0                        4.963959152102555E-4     0.003607800361725446     16.885682359069534       414.79772260153436       1.0131409415441717E-4
0.2175                    0                        5.000057252619551E-4     0.003611803149764912     16.470884636466774       414.79772260153436       9.882530781880062E-5
0.2185                    0                        5.036194883259674E-4     0.00361570638635095      16.056086913857076       414.79772260153436       9.633652148314243E-5
0.2195                    0                        5.072371048508392E-4     0.0036195100714835633    15.641289191269582       414.79772260153436       9.384773514761746E-5
0.2205                    0                        5.108584753351169E-4     0.0036232145051627563    15.231491468672054       404.79772259930763       9.13889488120323E-5
0.2215                    0                        5.144835014273468E-4     0.003626821487388527     14.826693746071896       404.79772259930763       8.896016247643136E-5
0.2225                    0                        5.181120859260761E-4     0.003630331318160861     14.421896023457627       404.79772259930763       8.653137614074575E-5
0.2235                    0                        5.217441316798508E-4     0.003633743997479779     14.01709830085848        404.79772259930763       8.410258980515086E-5
0.2245                    0                        5.253795415372178E-4     0.003637059525345267     13.61230057824852        404.79772259930763       8.167380346949111E-5
0.2255                    0                        5.290182183467235E-4     0.0036402779017573406    13.207502855645355       404.79772259930763       7.924501713387211E-5
0.2265                    0                        5.326600649569148E-4     0.003643399126715984     12.802705133043808       404.79772259930763       7.681623079826283E-5
0.2275                    0                        5.363049842163377E-4     0.003646423200221199     12.397907410437636       404.79772259930763       7.43874444626258E-5
0.2285                    0                        5.399528789735394E-4     0.0036493501222729973    11.993109687830076       404.79772259930763       7.195865812698043E-5
0.2295                    0                        5.436036520770659E-4     0.003652179892871361     11.588311965231767       404.79772259930763       6.952987179139059E-5
0.2305                    0                        5.472572064254642E-4     0.0036549128120163046    11.188514242638691       394.79772259104124       6.713108545583213E-5
0.2315                    0                        5.509134460672808E-4     0.0036575506797078315    10.793716520070276       394.79772259104124       6.476229912042164E-5
0.2325                    0                        5.545722762010622E-4     0.0036600937959459347    10.39891879745803        394.79772259104124       6.239351278474817E-5
0.2335                    0                        5.582336020753547E-4     0.0036625421607306002    10.004121074875362       394.79772259104124       6.002472644925216E-5
0.2345                    0                        5.618973289387054E-4     0.0036648957740618693    9.609323352280146        394.79772259104124       5.765594011368086E-5
0.2355                    0                        5.655633620396607E-4     0.003667154635939695     9.214525629686058        394.79772259104124       5.528715377811633E-5
0.2365                    0                        5.692316066267671E-4     0.0036693187463641185    8.819727907094975        394.79772259104124       5.291836744256984E-5
0.2375                    0                        5.729019679485711E-4     0.0036713881053351107    8.424930184504818        394.79772259104124       5.05495811070289E-5
0.2385                    0                        5.765743512536195E-4     0.003673362712852679     8.030132461906797        394.79772259104124       4.8180794771440774E-5
0.2395                    0                        5.802486617904587E-4     0.0036752425689168303    7.635334739309702        394.79772259104124       4.58120084358582E-5
0.2405                    0                        5.839248048576353E-4     0.003677027973527547     7.245537016695171        384.7977225910645        4.347322210017102E-5
0.2415                    0                        5.876026869036959E-4     0.0036787207266848407    6.860739294102064        384.7977225910645        4.116443576461238E-5
0.2425                    0                        5.912822155271873E-4     0.0036803211283887097    6.475941571509304        384.7977225910645        3.8855649429055813E-5
0.2435                    0                        5.949632983766555E-4     0.003681829178639158     6.091143848916515        384.7977225910645        3.6546863093499074E-5
0.2445                    0                        5.986458431006476E-4     0.0036832448774361923    5.706346126325518        384.7977225910645        3.4238076757953095E-5
0.2455                    0                        6.023297573477102E-4     0.0036845682247797994    5.321548403733336        384.7977225910645        3.19292904224E-5
0.2465                    0                        6.060149487663896E-4     0.0036857992206699923    4.936750681146242        384.7977225910645        2.962050408687744E-5
0.2475                    0                        6.097013250052324E-4     0.0036869378651067423    4.551952958559148        384.7977225910645        2.731171775135488E-5
0.2485                    0                        6.133887937127853E-4     0.003687984158090094     4.167155235967891        384.7977225910645        2.500293141580734E-5
0.2495                    0                        6.170772625375947E-4     0.0036889380996200124    3.7823575133886616       384.7977225910645        2.2694145080331964E-5
0.2505                    0                        6.207666391782076E-4     0.0036897999896965193    3.4025597907975484       374.79772259689065       2.0415358744785286E-5
0.2515                    0                        6.244568324831699E-4     0.0036905716283196013    3.027762068240811        374.79772259689065       1.816657240944486E-5
0.2525                    0                        6.281477524510287E-4     0.0036912533154892734    2.652964345624861        374.79772259689065       1.5917786073749163E-5
0.2535                    0                        6.318393091303307E-4     0.0036918450512055103    2.2781666230381417       374.79772259689065       1.3668999738228848E-5
0.2545                    0                        6.355314125696221E-4     0.0036923468354683065    1.9033689004336705       374.79772259689065       1.142021340260202E-5
0.2555                    0                        6.392239728174496E-4     0.003692758668277716     1.5285711778376125       374.79772259689065       9.171427067025674E-6
0.2565                    0                        6.429168999223596E-4     0.003693080549633684     1.1537734552420171       374.79772259689065       6.922640731452101E-6
0.2575                    0                        6.466101039328991E-4     0.003693312479536211     0.7789757326330066       374.79772259689065       4.673854395798039E-6
0.2585                    0                        6.503034948976143E-4     0.003693454457985351     0.4041780100457379       374.79772259689065       2.425068060274427E-6
0.2595                    0                        6.53996982865052E-4      0.0036935064849810463    0.029380287459394406     374.79772259689065       1.762817247563664E-7
0.2605                    0                        6.576904779337585E-4     0.0036934688605233237    -0.34041743516473794     364.797722591348         -2.0425046109884272E-6
0.2615                    0                        6.613838913522809E-4     0.0036933433846121785    -0.7052151577496374      364.797722591348         -4.231290946497824E-6
0.2625                    0                        6.650771355191651E-4     0.003693130357247611     -1.070012880348993       364.797722591348         -6.4200772820939556E-6
0.2635                    0                        6.687701228829583E-4     0.003692829778429608     -1.4348106029334875      364.797722591348         -8.608863617600923E-6
0.2645                    0                        6.724627658922066E-4     0.0036924416481581967    -1.799608325522377       364.797722591348         -1.079764995313426E-5
0.2655                    0                        6.76154976995457E-4      0.0036919659664333623    -2.164406048116991       364.797722591348         -1.2986436288701942E-5
0.2665                    0                        6.798466686412555E-4     0.0036914027332551076    -2.529203770710217       364.797722591348         -1.5175222624261299E-5
0.2675                    0                        6.835377532781492E-4     0.003690751948623429     -2.894001493302287       364.797722591348         -1.7364008959813714E-5
0.2685                    0                        6.872281433546845E-4     0.003690013612538323     -3.258799215886492       364.797722591348         -1.955279529531895E-5
0.2695                    0                        6.909177513194081E-4     0.0036891877249997937    -3.623596938471623       364.797722591348         -2.1741581630829732E-5
0.2705                    0                        6.946064896708663E-4     0.003688274586007848     -3.9833946610820528      354.79772261008225       -2.390036796649231E-5
0.2715                    0                        6.98294272057606E-4      0.003687275995562478     -4.338192383668283       354.79772261008225       -2.6029154302009694E-5
0.2725                    0                        7.019810132781736E-4     0.003686192253663675     -4.69299010626874        354.79772261008225       -2.815794063761243E-5
0.2735                    0                        7.056666281811155E-4     0.003685023360311448     -5.047787828891573       354.79772261008225       -3.028672697334943E-5
0.2745                    0                        7.093510316149786E-4     0.0036837693155058167    -5.402585551500066       354.79772261008225       -3.241551330900039E-5
0.2755                    0                        7.130341384283093E-4     0.003682430119246754     -5.757383274103645       354.79772261008225       -3.454429964462186E-5
0.2765                    0                        7.167158634696543E-4     0.0036810057715342603    -6.112180996716474       354.79772261008225       -3.667308598029884E-5
0.2775                    0                        7.203961215875601E-4     0.0036794962723683336    -6.466978719317509       354.79772261008225       -3.880187231590504E-5
0.2785                    0                        7.240748276305731E-4     0.003677901621748977     -6.821776441917617       354.79772261008225       -4.0930658651505694E-5
0.2795                    0                        7.277518964472402E-4     0.0036762218196762014    -7.176574164518189       354.79772261008225       -4.305944498710912E-5
0.2805                    0                        7.314272429361077E-4     0.0036744571661500008    -7.526371887077908       344.7977225967237        -4.515823132246744E-5
0.2815                    0                        7.351007831457221E-4     0.00367260946117038      -7.871169609692069       344.7977225967237        -4.7227017658152406E-5
0.2825                    0                        7.387724342746305E-4     0.0036706790047373364    -8.215967332314442       344.7977225967237        -4.929580399388664E-5
0.2835                    0                        7.424421135713791E-4     0.003668665796850881     -8.56076505490715        344.7977225967237        -5.136459032944289E-5
0.2845                    0                        7.461097382845145E-4     0.0036665698375109787    -8.905562777507955       344.7977225967237        -5.343337666504772E-5
0.2855                    0                        7.497752256625832E-4     0.0036643911267176714    -9.250360500108007       344.7977225967237        -5.550216300064803E-5
0.2865                    0                        7.534384929541321E-4     0.003662129664470946     -9.595158222707367       344.7977225967237        -5.7570949336244184E-5
0.2875                    0                        7.570994574077072E-4     0.003659785450770771     -9.939955945309963       344.7977225967237        -5.9639735671859764E-5
0.2885                    0                        7.607580362718557E-4     0.0036573584856171865    -10.284753667916261      344.7977225967237        -6.170852200749754E-5
0.2895                    0                        7.64414146795124E-4      0.0036548487690101785    -10.629551390480461      344.7977225967237        -6.377730834288276E-5
0.2905                    0                        7.680677062760584E-4     0.003652256600949731     -10.969349113193937      334.79772259212854       -6.58160946791636E-5
0.2915                    0                        7.717186331632056E-4     0.0036495837814358514    -11.304146835808737      334.79772259212854       -6.78248810148524E-5
0.2925                    0                        7.753668470551122E-4     0.0036468306104685475    -11.638944558378896      334.79772259212854       -6.983366735027336E-5
0.2935                    0                        7.790122676003249E-4     0.0036439970880478394    -11.973742280986063      334.79772259212854       -7.184245368591636E-5
0.2945                    0                        7.8265481444739E-4       0.0036410832141736856    -12.308540003571718      334.79772259212854       -7.38512400214303E-5
0.2955                    0                        7.862944072448544E-4     0.0036380889888461138    -12.643337726171252      334.79772259212854       -7.586002635702749E-5
0.2965                    0                        7.899309656412644E-4     0.003635014412065111     -12.97813544875552       334.79772259212854       -7.78688126925331E-5
0.2975                    0                        7.935644092851668E-4     0.003631859483830702     -13.312933171364769      334.79772259212854       -7.987759902818859E-5
0.2985                    0                        7.971946578251081E-4     0.0036286242041428706    -13.647730893963839      334.79772259212854       -8.188638536378302E-5
0.2995                    0                        8.008216309096347E-4     0.003625308573001609     -13.982528616579563      334.79772259212854       -8.389517169947736E-5
0.3005                    0                        8.044451061966891E-4     0.0036213436453305815    -14.312326339215382      324.797722626169         -1.1449861071372303E-4
0.3015                    0                        8.080641425472604E-4     0.003616711733266412     -14.637124061837874      324.797722626169         -1.1709699249470296E-4
0.3025                    0                        8.116784950181316E-4     0.0036119758859309826    -14.96192178448205       324.797722626169         -1.1969537427585636E-4
0.3035                    0                        8.152880596740319E-4     0.0036071361033243317    -15.28671950709862       324.797722626169         -1.2229375605678894E-4
0.3045                    0                        8.188927325796898E-4     0.0036021923854464384    -15.611517229726685      324.797722626169         -1.2489213783781344E-4
0.3055                    0                        8.224924097998343E-4     0.003597144732297303     -15.936314952351431      324.797722626169         -1.2749051961881143E-4
0.3065                    0                        8.260869873991941E-4     0.00359199314387694      -16.261112674975656      324.797722626169         -1.3008890139980524E-4
0.3075                    0                        8.296763614424978E-4     0.003586737620185318     -16.585910397605087      324.797722626169         -1.3268728318084066E-4
0.3085                    0                        8.332604279944744E-4     0.0035813781612224773    -16.910708120215784      324.797722626169         -1.3528566496172624E-4
0.3095                    0                        8.368390831198524E-4     0.003575914766988389     -17.235505842837927      324.797722626169         -1.378840467427034E-4
0.3105                    0                        8.404122229500274E-4     0.0035703478374830688    -17.555303565396784      314.7977226586109        -1.4044242852317423E-4
0.3115                    0                        8.439797451497281E-4     0.0035646797727065184    -17.870101288041365      314.7977226586109        -1.429608103043309E-4
0.3125                    0                        8.475415489170167E-4     0.0035589109726587385    -18.184899010696963      314.7977226586109        -1.4547919208557567E-4
0.3135                    0                        8.510975335166219E-4     0.0035530414373396934    -18.499696733352863      314.7977226586109        -1.4799757386682288E-4
0.3145                    0                        8.546475982132723E-4     0.003547071166749384     -18.814494455999917      314.7977226586109        -1.505159556479993E-4
0.3155                    0                        8.581916422716969E-4     0.003541000160887865     -19.129292178653         314.7977226586109        -1.5303433742922397E-4
0.3165                    0                        8.617295649566242E-4     0.0035348284197550535    -19.44408990130903       314.7977226586109        -1.555527192104722E-4
0.3175                    0                        8.652612655327831E-4     0.003528555943351005     -19.758887623953786      314.7977226586109        -1.5807110099163026E-4
0.3185                    0                        8.687866432649025E-4     0.0035221827316757057    -20.073685346620746      314.7977226586109        -1.6058948277296594E-4
0.3195                    0                        8.723055974177109E-4     0.003515708784729169     -20.3884830692655        314.7977226586109        -1.6310786455412397E-4
0.3205                    0                        8.758180273226038E-4     0.0035091345025113755    -20.6982807919115        304.79772266165395       -1.6558624633529196E-4
0.3215                    0                        8.793238338443099E-4     0.0035024622850223382    -21.003078514568458      304.79772266165395       -1.6802462811654761E-4
0.3225                    0                        8.828229193808914E-4     0.0034956925322620442    -21.3078762372144        304.79772266165395       -1.7046300989771517E-4
0.3235                    0                        8.863151863970771E-4     0.0034888252442305083    -21.61267395989367       304.79772266165395       -1.7290139167914934E-4
0.3245                    0                        8.898005373575953E-4     0.0034818604209277304    -21.917471682548005      304.79772266165395       -1.75339773460384E-4
0.3255                    0                        8.932788747271753E-4     0.0034747980623536685    -22.222269405209992      304.79772266165395       -1.777781552416799E-4
0.3265                    0                        8.967501009705456E-4     0.0034676381685083786    -22.527067127864         304.79772266165395       -1.8021653702291198E-4
0.3275                    0                        9.002141185524349E-4     0.0034603807393918454    -22.83186485053241       304.79772266165395       -1.8265491880425921E-4
0.3285                    0                        9.036708299375721E-4     0.0034530257750040568    -23.136662573189366      304.79772266165395       -1.850933005855149E-4
0.3295                    0                        9.07120137590686E-4      0.0034455732753450093    -23.441460295867834      304.79772266165395       -1.8753168236694263E-4
0.3305                    0                        9.105619440431718E-4     0.0034380236404147097    -23.741258018480586      294.79772267677635       -1.8993006414784463E-4
0.3315                    0                        9.139961533597584E-4     0.0034303792702131556    -24.036055741180277      294.79772267677635       -1.9228844592944218E-4
0.3325                    0                        9.174226711385077E-4     0.0034226405647403736    -24.33085346383521       294.79772267677635       -1.9464682771068166E-4
0.3335                    0                        9.208414030441487E-4     0.0034148075239963244    -24.62565118650123       294.79772267677635       -1.9700520949200977E-4
0.3345                    0                        9.242522547414099E-4     0.003406880147980982     -24.920448909176134      294.79772267677635       -1.9936359127340904E-4
0.3355                    0                        9.276551318950204E-4     0.003398858436694414     -25.215246631842         294.79772267677635       -2.0172197305473594E-4
0.3365                    0                        9.310499401697085E-4     0.003390742390136622     -25.51004435452157       294.79772267677635       -2.040803548361725E-4
0.3375                    0                        9.344365852302031E-4     0.003382532008307548     -25.804842077188994      294.79772267677635       -2.064387366175119E-4
0.3385                    0                        9.378149727412332E-4     0.00337422729120721      -26.099639799854337      294.79772267677635       -2.0879711839883464E-4
0.3395                    0                        9.411850083675271E-4     0.0033658282388356418    -26.394437522532517      294.79772267677635       -2.111555001802601E-4
0.3405                    0                        9.445465978404806E-4     0.003357335251192808     -26.68423524520327       284.7977226919874        -2.134738819616261E-4
0.3415                    0                        9.478996484248224E-4     0.0033487507282787218    -26.969032967882722      284.7977226919874        -2.1575226374306172E-4
0.3425                    0                        9.512440689186144E-4     0.0033400750700933626    -27.253830690573366      284.7977226919874        -2.1803064552458688E-4
0.3435                    0                        9.545797681865853E-4     0.003331308276636747     -27.53862841326429       284.7977226919874        -2.203090273061143E-4
0.3445                    0                        9.579066550934638E-4     0.003322450347908876     -27.823426135955955      284.7977226919874        -2.2258740908764758E-4
0.3455                    0                        9.612246385039792E-4     0.003313501283909751     -28.10822385864686       284.7977226919874        -2.2486579086917482E-4
0.3465                    0                        9.645336272828596E-4     0.0033044610846393423    -28.39302158133759       284.7977226919874        -2.2714417265070065E-4
0.3475                    0                        9.678335302948341E-4     0.003295329750097678     -28.677819304027626      284.7977226919874        -2.2942255443222093E-4
0.3485                    0                        9.711242564046311E-4     0.0032861072802847706    -28.962617026719048      284.7977226919874        -2.3170093621375232E-4
0.3495                    0                        9.744057144769798E-4     0.003276793675200581     -29.247414749399717      284.7977226919874        -2.3397931799519768E-4
0.3505                    0                        9.776778134432753E-4     0.0032673893348451432    -29.527212472122915      274.7977226849941        -2.3621769977698326E-4
0.3515                    0                        9.809404637682463E-4     0.003257896659218436     -29.802010194784216      274.7977226849941        -2.3841608155827367E-4
0.3525                    0                        9.84193577449955E-4      0.0032483160483204555    -30.07680791750085       274.7977226849941        -2.4061446334000677E-4
0.3535                    0                        9.874370665531303E-4     0.0032386475021512406    -30.35160564018414       274.7977226849941        -2.4281284512147304E-4
0.3545                    0                        9.906708431425004E-4     0.0032288910207107216    -30.62640336287905       274.7977226849941        -2.4501122690303234E-4
0.3555                    0                        9.938948192827948E-4     0.0032190466039989677    -30.90120108557062       274.7977226849941        -2.472096086845649E-4
0.3565                    0                        9.971089070387414E-4     0.00320911425201598      -31.175998808256203      274.7977226849941        -2.4940799046604956E-4
0.3575                    0                        0.0010003130184750694    0.0031990939647616855    -31.450796530952196      274.7977226849941        -2.516063722476175E-4
0.3585                    0                        0.0010035070656565076    0.0031889857422361728    -31.725594253635006      274.7977226849941        -2.5380475402908E-4
0.3595                    0                        0.0010066909606477846    0.003178789584439372     -32.00039197631886       274.7977226849941        -2.560031358105508E-4
0.3605                    0                        0.0010098646155802958    0.0031685058913713147    -32.27018969902893       264.79772270313623       -2.581615175922314E-4
0.3615                    0                        0.00101302794411877      0.003158137063031987     -32.53498742171874       264.79772270313623       -2.602798993737499E-4
0.3625                    0                        0.0010161808614612695    0.0031476834994214123    -32.79978514441922       264.79772270313623       -2.6239828115535367E-4
0.3635                    0                        0.0010193232828725226    0.003137145200539577     -33.06458286711987       264.79772270313623       -2.6451666293695887E-4
0.3645                    0                        0.0010224551236172582    0.003126522166386454     -33.3293805898154        264.79772270313623       -2.6663504471852314E-4
0.3655                    0                        0.0010255762989602052    0.0031158143969620845    -33.594178312513186      264.79772270313623       -2.687534265001054E-4
0.3665                    0                        0.001028686724166092     0.003105021892266469     -33.85897603521045       264.79772270313623       -2.7087180828168356E-4
0.3675                    0                        0.0010317863144996475    0.0030941446522995634    -34.1237737579124        264.79772270313623       -2.7299019006329917E-4
0.3685                    0                        0.0010348749852256008    0.0030831826770613855    -34.38857148063482       264.79772270313623       -2.7510857184507854E-4
0.3695                    0                        0.00103795265160868      0.00307213596655196      -34.65336920332464       264.79772270313623       -2.77226953626597E-4
0.3705                    0                        0.001041019228980281     0.0030610049207712583    -34.913166926061486      254.7977226742938        -2.793053354084918E-4
0.3715                    0                        0.001044074634205132     0.0030497919397192846    -35.16796464873383       254.7977226742938        -2.8134371718987057E-4
0.3725                    0                        0.0010471187856812957    0.0030384974233960806    -35.42276237141719       254.7977226742938        -2.8338209897133746E-4
0.3735                    0                        0.0010501516018735003    0.00302712137180159      -35.67756009408953       254.7977226742938        -2.8542048075271616E-4
0.3745                    0                        0.001053173001246475     0.0030156637849358555    -35.932357816765006      254.7977226742938        -2.8745886253412E-4
0.3755                    0                        0.0010561829022649484    0.0030041246627988487    -36.18715553944559       254.7977226742938        -2.894972443155647E-4
0.3765                    0                        0.001059181223393649     0.002992504005390598     -36.44195326212852       254.7977226742938        -2.915356260970281E-4
0.3775                    0                        0.001062167883097306     0.0029808018127110876    -36.69675098479098       254.7977226742938        -2.9357400787832777E-4
0.3785                    0                        0.0010651427998406475    0.0029690180847603345    -36.951548707462806      254.7977226742938        -2.956123896597024E-4
0.3795                    0                        0.0010681058920884027    0.0029571528215383224    -37.20634643015823       254.7977226742938        -2.9765077144126574E-4
0.3805                    0                        0.0010710570783719672    0.0029452064230450423    -37.45614415281135       244.79772266809982       -2.996491532224907E-4
0.3815                    0                        0.0010739962787560692    0.0029331812892805127    -37.700941875507866      244.79772266809982       -3.016075350040629E-4
0.3825                    0                        0.001076923414838771     0.002921077820244723     -37.945739598159626      244.79772266809982       -3.03565916785277E-4
0.3835                    0                        0.0010798384082848016    0.00290889601593767      -38.19053732083373       244.79772266809982       -3.0552429856666976E-4
0.3845                    0                        0.0010827411807588893    0.002896635876359394     -38.43533504349985       244.79772266809982       -3.074826803479987E-4
0.3855                    0                        0.0010856316539257632    0.0028842974015098684    -38.68013276616557       244.79772266809982       -3.094410621293245E-4
0.3865                    0                        0.001088509749450152     0.002871880591389038     -38.92493048882236       244.79772266809982       -3.1139944391057883E-4
0.3875                    0                        0.0010913753889967843    0.0028593854459969966    -39.169728211508826      244.79772266809982       -3.133578256920705E-4
0.3885                    0                        0.0010942284942303889    0.002846811965333694     -39.41452593416024       244.79772266809982       -3.1531620747328183E-4
0.3895                    0                        0.0010970689868156946    0.002834160149399119     -39.659323656857104      244.79772266809982       -3.1727458925485675E-4
0.3905                    0                        0.0010998967884840968    0.002821430398193319     -39.8991213794402        234.79772263881324       -3.1919297103552157E-4
0.3915                    0                        0.0011027118225003243    0.0028086251117162776    -40.133919102075545      234.79772263881324       -3.210713528166043E-4
0.3925                    0                        0.001105514013662439     0.0027957446899680044    -40.36871682471089       234.79772263881324       -3.2294973459768704E-4
0.3935                    0                        0.0011083032868351697    0.002782789132948443     -40.60351454734621       234.79772263881324       -3.2482811637876956E-4
0.3945                    0                        0.0011110795668832453    0.0027697584406576772    -40.83831226999528       234.79772263881324       -3.2670649815996213E-4
0.3955                    0                        0.0011138427786713946    0.0027566526130956654    -41.073109992630094      234.79772263881324       -3.285848799410407E-4
0.3965                    0                        0.0011165928470643464    0.002743471650262407     -41.30790771527394       234.79772263881324       -3.3046326172219147E-4
0.3975                    0                        0.001119329696926829     0.0027302155521578882    -41.542705437909454      234.79772263881324       -3.3234164350327556E-4
0.3985                    0                        0.0011220532531235718    0.0027168843187821375    -41.777503160544974      234.79772263881324       -3.342200252843597E-4
0.3995                    0                        0.0011247634405193029    0.0027034779501351404    -42.0123008831798        234.79772263881324       -3.360984070654383E-4
0.4005                    0                        0.001127460184045418     0.0026899968462168913    -42.242098605823145      224.7977226242704        -3.379367888465851E-4
0.4015                    0                        0.0011301434101666464    0.0026764434070274193    -42.46689632845317       224.7977226242704        -3.397351706276253E-4
0.4025                    0                        0.0011328130468810493    0.0026628180325666776    -42.69169405108345       224.7977226242704        -3.4153355240866757E-4
0.4035                    0                        0.0011354690222533561    0.0026491207228347266    -42.91649177370266       224.7977226242704        -3.4333193418962116E-4
0.4045                    0                        0.001138111264348295     0.0026353514778315237    -43.14128949633023       224.7977226242704        -3.4513031597064177E-4
0.4055                    0                        0.001140739701230595     0.0026215102975570698    -43.36608721895453       224.7977226242704        -3.469286977516362E-4
0.4065                    0                        0.0011433542609649852    0.002607597182011393     -43.59088494158612       224.7977226242704        -3.487270795326889E-4
0.4075                    0                        0.0011459548716161942    0.0025936121311944545    -43.815682664194455      224.7977226242704        -3.505254613135556E-4
0.4085                    0                        0.0011485414612489504    0.002579555145106293     -44.04048038684669       224.7977226242704        -3.523238430947734E-4
0.4095                    0                        0.0011511139579279829    0.002565426223746881     -44.26527810945416       224.7977226242704        -3.541222248756332E-4
0.4105                    0                        0.0011536722897846872    0.002551225767116225     -44.48507583214059       214.79772263006686       -3.5588060665712464E-4
0.4115                    0                        0.0011562163864837916    0.0025369561752143265    -44.69987355477536       214.79772263006686       -3.575989884382028E-4
0.4125                    0                        0.0011587461792233586    0.002522617848041164     -44.91467127738801       214.79772263006686       -3.5931737021910397E-4
0.4135                    0                        0.0011612615992681171    0.00250821078559679      -45.12946900002306       214.79772263006686       -3.6103575200018435E-4
0.4145                    0                        0.0011637625778827953    0.0024937349878811628    -45.34426672265225       214.79772263006686       -3.6275413378121795E-4
0.4155                    0                        0.001166249046332122     0.0024791904548943093    -45.55906444528164       214.79772263006686       -3.6447251556225306E-4
0.4165                    0                        0.0011687209358808267    0.0024645771866361747    -45.773862167916754      214.79772263006686       -3.6619089734333393E-4
0.4175                    0                        0.0011711781777936374    0.0024498951831068145    -45.98865989054077       214.79772263006686       -3.6790927912432606E-4
0.4185                    0                        0.0011736207033352832    0.0024351444443062283    -46.20345761317571       214.79772263006686       -3.696276609054056E-4
0.4195                    0                        0.0011760484437704929    0.002420324970234396     -46.41825533581065       214.79772263006686       -3.713460426864851E-4
0.4205                    0                        0.0011784613304306616    0.002405437160891309     -46.628053058499745      204.79772263550808       -3.7302442446799787E-4
0.4215                    0                        0.0011808592961805185    0.002390483416276964     -46.83285078114229       204.79772263550808       -3.746628062491382E-4
0.4225                    0                        0.0011832422754181253    0.0023754641363913863    -47.037648503784574      204.79772263550808       -3.763011880302765E-4
0.4235                    0                        0.0011856102026082107    0.0023603793212345625    -47.242446226415815      204.79772263550808       -3.779395698113264E-4
0.4245                    0                        0.0011879630122155038    0.0023452289708064513    -47.44724394905562       204.79772263550808       -3.7957795159244484E-4
0.4255                    0                        0.0011903006387047332    0.0023300130851071346    -47.652041671692956      204.79772263550808       -3.812163333735436E-4
0.4265                    0                        0.0011926230165406277    0.0023147316641365864    -47.85683939432102       204.79772263550808       -3.8285471515456807E-4
0.4275                    0                        0.001194930080187916     0.0022993847078947778    -48.06163711697475       204.79772263550808       -3.8449309693579795E-4
0.4285                    0                        0.0011972217641113268    0.0022839722163817376    -48.26643483959449       204.79772263550808       -3.861314787167558E-4
0.4295                    0                        0.001199498002775589     0.002268494189597436     -48.47123256223712       204.79772263550808       -3.877698604978969E-4
0.4305                    0                        0.001201758730712098     0.002252951027541882     -48.671030284993236      194.79772261830072       -3.893682422799458E-4
0.4315                    0                        0.0012040038839855826    0.0022373451302150635    -48.8658280076008        194.79772261830072       -3.909266240608063E-4
0.4325                    0                        0.0012062334001941043    0.002221676897617007     -49.0606257302081        194.79772261830072       -3.9248500584166475E-4
0.4335                    0                        0.001208447217002393     0.002205946329747739     -49.2554234528266        194.79772261830072       -3.9404338762261267E-4
0.4345                    0                        0.0012106452720751762    0.0021901534266072324    -49.45022117544257       194.79772261830072       -3.956017694035405E-4
0.4355                    0                        0.0012128275030771833    0.002174298188195459     -49.6450188980615        194.79772261830072       -3.971601511844919E-4
0.4365                    0                        0.0012149938476731434    0.0021583806145124475    -49.839816620682335      194.79772261830072       -3.987185329654586E-4
0.4375                    0                        0.0012171442435277846    0.002142400705558197     -50.03461434331219       194.79772261830072       -4.0027691474649744E-4
0.4385                    0                        0.0012192786283058363    0.0021263584613327637    -50.22941206589729       194.79772261830072       -4.018352965271782E-4
0.4395                    0                        0.0012213969396720262    0.002110253881836036     -50.424209788526795      194.79772261830072       -4.033936783082143E-4
0.4405                    0                        0.001223499115357751     0.002094087367068072     -50.61400751124879       184.79772263351185       -4.049120600899903E-4
0.4415                    0                        0.0012255850946277388    0.002077861317028845     -50.79880523387689       184.79772263351185       -4.06390441871015E-4
0.4425                    0                        0.0012276548182800515    0.002061576131718368     -50.983602956527015      184.79772263351185       -4.07868823652216E-4
0.4435                    0                        0.0012297082271794184    0.0020452318111366685    -51.168400679166126      184.79772263351185       -4.093472054333289E-4
0.4445                    0                        0.0012317452621905679    0.0020288283552836912    -51.35319840180263       184.79772263351185       -4.1082558721442094E-4
0.4455                    0                        0.0012337658641782287    0.002012365764159519     -51.53799612443653       184.79772263351185       -4.123039689954922E-4
0.4465                    0                        0.0012357699740071298    0.001995844037764097     -51.72279384707252       184.79772263351185       -4.1378235077658005E-4
0.4475                    0                        0.001237757532542        0.0019792631760973964    -51.907591569711805      184.79772263351185       -4.1526073255769433E-4
0.4485                    0                        0.0012397284806475676    0.0019626231791594604    -52.09238929233981       184.79772263351185       -4.1673911433871835E-4
0.4495                    0                        0.0012416827591885619    0.0019459240469502875    -52.27718701501205       184.79772263351185       -4.182174961200963E-4
0.4505                    0                        0.0012436203090963776    0.0019291661794698745    -52.456984737607996      174.79772265671662       -4.196558779008639E-4
0.4515                    0                        0.0012455410728357443    0.0019123519767182194    -52.631782460260865      174.79772265671662       -4.2105425968208684E-4
0.4525                    0                        0.0012474449944047238    0.0018954818386953175    -52.80658018289145       174.79772265671662       -4.224526414631315E-4
