% Model:              Beam.mph
% Version:            COMSOL 6.3.0.290
% Date:               Jun 14 2025, 10:50
% Dimension:          2
% Nodes:              1000
% Expressions:        5
% Description: Displacement magnitude, Rotation field, Z component, Bending moment, local z direction, Shear force, local y direction, Normal strain at the first calculation point
% Length unit:        m
% X                       Y                        beam.disp (m)            thz (rad)                beam.Mzl (N*m)           beam.Tyl (N)             beam.e_1 (1)
0.4535                    0                        0.0012493320178680446    0.001878555765401176     -52.981377905555334      174.79772265671662       -4.238510232444426E-4
0.4545                    0                        0.0012512020872904356    0.0018615737568357814    -53.15617562820001       174.79772265671662       -4.252494050256E-4
0.4555                    0                        0.0012530551467366258    0.0018445358129991329    -53.33097335085033       174.79772265671662       -4.266477868068025E-4
0.4565                    0                        0.0012548911402713435    0.0018274419338912315    -53.505771073513955      174.79772265671662       -4.2804616858811153E-4
0.4575                    0                        0.0012567100119593177    0.001810292119512076     -53.68056879613369       174.79772265671662       -4.2944455036906945E-4
0.4585                    0                        0.0012585117058652772    0.0017930863698616818    -53.855366518808594      174.79772265671662       -4.3084293215046865E-4
0.4595                    0                        0.0012602961660539507    0.001775824684940047     -54.030164241439266      174.79772265671662       -4.32241313931514E-4
0.4605                    0                        0.0012620633366567336    0.0017585074647471718    -54.19996196403197       164.79772265083352       -4.3359969571225566E-4
0.4615                    0                        0.0012638131633383545    0.001741137109283076     -54.36475968665576       164.79772265083352       -4.34918077493246E-4
0.4625                    0                        0.0012655455932968761    0.001723714018547692     -54.52955740932387       164.79772265083352       -4.3623645927459085E-4
0.4635                    0                        0.0012672605737970263    0.0017062381925411025    -54.694355131980856      164.79772265083352       -4.3755484105584676E-4
0.4645                    0                        0.0012689580521035343    0.0016887096312632522    -54.85915285463251       164.79772265083352       -4.3887322283706E-4
0.4655                    0                        0.001270637975481129     0.0016711283347141132    -55.023950577287         164.79772265083352       -4.401916046182959E-4
0.4665                    0                        0.0012723002911945388    0.0016534943028937415    -55.18874829994106       164.79772265083352       -4.415099863995284E-4
0.4675                    0                        0.0012739449465084926    0.001635807535802164     -55.353546022620364      164.79772265083352       -4.428283681809628E-4
0.4685                    0                        0.0012755718886877194    0.0016180680334392985    -55.51834374526618       164.79772265083352       -4.4414674996212937E-4
0.4695                    0                        0.0012771810649969476    0.001600275795805208     -55.68314146790697       164.79772265083352       -4.4546513174325566E-4
0.4705                    0                        0.0012787724227675728    0.0015824312228998306    -55.84293919064467       154.79772263211626       -4.467435135251573E-4
0.4715                    0                        0.0012803459108643234    0.0015645367147231852    -55.99773691330235       154.79772263211626       -4.479818953064187E-4
0.4725                    0                        0.0012819014796852622    0.001546592671275346     -56.15253463591549       154.79772263211626       -4.4922027708732375E-4
0.4735                    0                        0.001283439079695117     0.0015285990925561948    -56.307332358550866      154.79772263211626       -4.504586588684068E-4
0.4745                    0                        0.0012849586613586173    0.0015105559785658568    -56.462130081180874      154.79772263211626       -4.516970406494469E-4
0.4755                    0                        0.0012864601751404916    0.0014924633293042487    -56.61692780381066       154.79772263211626       -4.529354224304852E-4
0.4765                    0                        0.0012879435715054688    0.0014743211447713987    -56.771725526434686      154.79772263211626       -4.5417380421147735E-4
0.4775                    0                        0.0012894088009182774    0.0014561294249673608    -56.92652324907068       154.79772263211626       -4.554121859925653E-4
0.4785                    0                        0.0012908558138436464    0.001437888169891998     -57.081320971683596      154.79772263211626       -4.5665056777346866E-4
0.4795                    0                        0.0012922845607463045    0.0014195973795454412    -57.236118694319416      154.79772263211626       -4.578889495545552E-4
0.4805                    0                        0.0012936949921576468    0.0014012574539276367    -57.38591641699256       144.79772266273733       -4.5908733133594035E-4
0.4815                    0                        0.0012950870601424027    0.001382870793038588     -57.53071413963459       144.79772266273733       -4.6024571311707664E-4
0.4825                    0                        0.0012964607182986336    0.00136443779687827      -57.67551186229883       144.79772266273733       -4.614040948983905E-4
0.4835                    0                        0.001297815920291069     0.0013459584654467033    -57.82030958497426       144.79772266273733       -4.6256247667979397E-4
0.4845                    0                        0.0012991526197844365    0.0013274327987438882    -57.96510730764119       144.79772266273733       -4.6372085846112937E-4
0.4855                    0                        0.001300470770443466     0.0013088607967698246    -58.10990503031107       144.79772266273733       -4.648792402424884E-4
0.4865                    0                        0.0013017703259328858    0.0012902424595244847    -58.25470275296706       144.79772266273733       -4.6603762202373643E-4
0.4875                    0                        0.0013030512399174244    0.0012715777870078964    -58.39950047564249       144.79772266273733       -4.671960038051398E-4
0.4885                    0                        0.001304313466061811     0.0012528667792200733    -58.54429819830682       144.79772266273733       -4.6835438558645446E-4
0.4895                    0                        0.001305556958030774     0.001234109436160988     -58.68909592097115       144.79772266273733       -4.6951276736776905E-4
0.4905                    0                        0.0013067816695557094    0.001215306157830655     -58.82889364358294       134.79772268778507       -4.706311491486634E-4
0.4915                    0                        0.0013079875559013452    0.0011964593442290877    -58.963691366281324      134.79772268778507       -4.717095309302505E-4
0.4925                    0                        0.0013091745738657437    0.0011775693953562274    -59.09848908895759       134.79772268778507       -4.7278791271166066E-4
0.4935                    0                        0.001310342680313634     0.0011586363112121504    -59.23328681163385       134.79772268778507       -4.738662944930707E-4
0.4945                    0                        0.0013114918321097445    0.0011396600917967738    -59.36808453431564       134.79772268778507       -4.74944676274525E-4
0.4955                    0                        0.0013126219861188037    0.0011206407371101806    -59.502882256997246      134.79772268778507       -4.7602305805597784E-4
0.4965                    0                        0.001313733099205541     0.0011015782471523153    -59.63767997968453       134.79772268778507       -4.771014398374761E-4
0.4975                    0                        0.0013148251282346845    0.0010824726219232053    -59.772477702360966      134.79772268778507       -4.7817982161888763E-4
0.4985                    0                        0.0013158980300709635    0.0010633238614228097    -59.90727542503698       134.79772268778507       -4.792582034002957E-4
0.4995                    0                        0.0013169517615791067    0.001044131965651163     -60.04207314775757       134.79772268778507       -4.803365851820604E-4
0.5005                    0                        0.0013179862796905088    0.0010248973346082687    -60.17187087029934       124.7977226825015        -4.813749669623946E-4
0.5015                    0                        0.0013190015428698994    0.0010056223682941316    -60.296668593019206      124.7977226825015        -4.8237334874415353E-4
0.5025                    0                        0.00131999751111534      9.863074667087258E-4     -60.42146631571685       124.7977226825015        -4.833717305257347E-4
0.5035                    0                        0.0013209741444915597    9.669526298520721E-4     -60.54626403840335       124.7977226825015        -4.843701123072267E-4
0.5045                    0                        0.0013219314030632873    9.475578577241705E-4     -60.67106176107885       124.7977226825015        -4.853684940886307E-4
0.5055                    0                        0.001322869246895251     9.281231503249932E-4     -60.795859483765504      124.7977226825015        -4.863668758701239E-4
0.5065                    0                        0.00132378763605218      9.086485076545405E-4     -60.920657206440744      124.7977226825015        -4.8736525765152584E-4
0.5075                    0                        0.001324686530598803     8.891339297128675E-4     -61.045454929116296      124.7977226825015        -4.883636394329302E-4
0.5085                    0                        0.0013255658905998483    8.695794164999191E-4     -61.170252651813875      124.7977226825015        -4.893620212145109E-4
0.5095                    0                        0.0013264256761200458    8.499849680157086E-4     -61.29505037448942       124.7977226825015        -4.903604029959152E-4
0.5105                    0                        0.0013272658472907896    8.303509842602285E-4     -61.414848097230745      114.79772265572402       -4.913187847778458E-4
0.5115                    0                        0.0013280863657768088    8.106798652335026E-4     -61.52964581986788       114.79772265572402       -4.922371665589429E-4
0.5125                    0                        0.001328887194776166     7.909720109355019E-4     -61.64444354252723       114.79772265572402       -4.931555483402176E-4
0.5135                    0                        0.0013296682975535896    7.71227421366275E-4      -61.759241265186546      114.79772265572402       -4.940739301214922E-4
0.5145                    0                        0.0013304296373738082    7.514460965257802E-4     -61.874038987851506      114.79772265572402       -4.949923119028119E-4
0.5155                    0                        0.0013311711775015507    7.316280364140732E-4     -61.98883671050816       114.79772265572402       -4.959106936840652E-4
0.5165                    0                        0.001331892881201546     7.117732410310706E-4     -62.1036344331757        114.79772265572402       -4.968290754654055E-4
0.5175                    0                        0.0013325947117385226    6.918817103768279E-4     -62.21843215582399       114.79772265572402       -4.977474572465918E-4
0.5185                    0                        0.0013332766323772092    6.719534444513174E-4     -62.33322987848329       114.79772265572402       -4.986658390278662E-4
0.5195                    0                        0.0013339386063823348    6.519884432545876E-4     -62.44802760114268       114.79772265572402       -4.995842208091412E-4
0.5205                    0                        0.0013345805970852943    6.319871067865715E-4     -62.55782532391693       104.79772266379642       -5.004626025913354E-4
0.5215                    0                        0.0013352025693508175    6.119518350472936E-4     -62.662623046571255      104.79772266379642       -5.0130098437257E-4
0.5225                    0                        0.0013358044895769655    5.918830280367912E-4     -62.767420769225566      104.79772266379642       -5.021393661538044E-4
0.5235                    0                        0.0013363863242284674    5.717806857549879E-4     -62.87221849190205       104.79772266379642       -5.029777479352163E-4
0.5245                    0                        0.0013369480397700517    5.516448082019392E-4     -62.97701621456196       104.79772266379642       -5.038161297164955E-4
0.5255                    0                        0.0013374896026664474    5.314753953776451E-4     -63.08181393722466       104.79772266379642       -5.046545114977971E-4
0.5265                    0                        0.0013380109793823833    5.112724472821614E-4     -63.186611659887184      104.79772266379642       -5.054928932790974E-4
0.5275                    0                        0.001338512136382588     4.910359639153488E-4     -63.29140938256376       104.79772266379642       -5.063312750605099E-4
0.5285                    0                        0.0013389930401317902    4.7076594527729106E-4    -63.39620710524021       104.79772266379642       -5.071696568419215E-4
0.5295                    0                        0.0013394536570947187    4.5046239136800175E-4    -63.50100482791682       104.79772266379642       -5.080080386233345E-4
0.5305                    0                        0.0013398939538027692    4.301257021874581E-4     -63.60080255054317       94.79772264970325        -5.088064204043452E-4
0.5315                    0                        0.00134031389832067      4.0975827773565986E-4    -63.695600273167614      94.79772264970325        -5.095648021853407E-4
0.5325                    0                        0.0013407134602464834    3.8936051801260736E-4    -63.79039799583644       94.79772264970325        -5.103231839666914E-4
0.5335                    0                        0.001341092609244938     3.6893242301835595E-4    -63.885195718471984      94.79772264970325        -5.110815657477758E-4
0.5345                    0                        0.0013414513149807628    3.4847399275280864E-4    -63.979993441129714      94.79772264970325        -5.118399475290376E-4
0.5355                    0                        0.0013417895471186866    3.279852272160208E-4     -64.07479116377638       94.79772264970325        -5.125983293102109E-4
0.5365                    0                        0.001342107275323438     3.074661264079925E-4     -64.16958888643407       94.79772264970325        -5.133567110914725E-4
0.5375                    0                        0.0013424044692597456    2.86916690328696E-4      -64.26438660906962       94.79772264970325        -5.141150928725568E-4
0.5385                    0                        0.0013426810985923384    2.663369189781728E-4     -64.3591843317163        94.79772264970325        -5.148734746537303E-4
0.5395                    0                        0.0013429371329859447    2.457268123563953E-4     -64.45398205434068       94.79772264970325        -5.156318564347253E-4
0.5405                    0                        0.0013431725421719604    2.2508677046337267E-4    -64.54377977700575       84.79772264327892        -5.163502382160459E-4
0.5415                    0                        0.0013433872974151144    2.0441919329909576E-4    -64.62857749966982       84.79772264327892        -5.170286199973584E-4
0.5425                    0                        0.0013435813715134684    1.837244808635826E-4     -64.71337522231165       84.79772264327892        -5.177070017784931E-4
0.5435                    0                        0.0013437547373317512    1.6300263315684017E-4    -64.79817294494242       84.79772264327892        -5.183853835595392E-4
0.5445                    0                        0.0013439073677346917    1.422536501788268E-4     -64.88297066759537       84.79772264327892        -5.190637653407628E-4
0.5455                    0                        0.0013440392355870184    1.2147753192957026E-4    -64.96776839023723       84.79772264327892        -5.197421471218976E-4
0.5465                    0                        0.0013441503137534604    1.006742784090428E-4     -65.05256611289018       84.79772264327892        -5.204205289031212E-4
0.5475                    0                        0.0013442405750987462    7.984388961729993E-5     -65.13736383554313       84.79772264327892        -5.210989106843449E-4
0.5485                    0                        0.0013443099924876046    5.898636555434162E-5     -65.22216155816278       84.79772264327892        -5.217772924653022E-4
0.5495                    0                        0.0013443585387847643    3.8101706220084657E-5    -65.30695928082683       84.79772264327892        -5.224556742466145E-4
0.5505                    0                        0.001344386186921621     1.7190311614586544E-5    -65.38675700359492       74.79772264726851        -5.230940560287592E-4
0.5515                    0                        0.0013443929113629031    -3.7454182621794678E-6   -65.46155472621648       74.79772264726851        -5.236924378097316E-4
0.5525                    0                        0.0013443786881066728    -2.4705083410182286E-5   -65.53635244886023       74.79772264726851        -5.242908195908818E-4
0.5535                    0                        0.001344343493217659     -4.568868382944965E-5    -65.61115017151508       74.79772264726851        -5.248892013721204E-4
0.5545                    0                        0.0013442873027605903    -6.669621951996769E-5    -65.68594789415884       74.79772264726851        -5.254875831532706E-4
0.5555                    0                        0.0013442100928001952    -8.772769048170864E-5    -65.76074561681367       74.79772264726851        -5.260859649345093E-4
0.5565                    0                        0.001344111839401203     -1.0878309671472807E-4   -65.83554333945746       74.79772264726851        -5.266843467156595E-4
0.5575                    0                        0.001343992518628342     -1.2986243821894264E-4   -65.91034106212341       74.79772264726851        -5.272827284969871E-4
0.5585                    0                        0.0013438521065463414    -1.509657149944633E-4    -65.98513878474493       74.79772264726851        -5.278811102779594E-4
0.5595                    0                        0.0013436905792199294    -1.720929270412139E-4    -66.05993650743312       74.79772264726851        -5.284794920594648E-4
0.5605                    0                        0.0013435079127805019    -1.9324367435920092E-4   -66.12973422996674       64.79772263250362        -5.290378738397339E-4
0.5615                    0                        0.0013433040848927873    -2.144155569484248E-4    -66.19453195262594       64.79772263250362        -5.295562556210074E-4
0.5625                    0                        0.001343079074754848     -2.3560817480888755E-4   -66.25932967526298       64.79772263250362        -5.300746374021037E-4
0.5635                    0                        0.0013428328616314125    -2.5682152794058915E-4   -66.3241273978778        64.79772263250362        -5.305930191830222E-4
0.5645                    0                        0.0013425654247872097    -2.7805561634351576E-4   -66.38892512050923       64.79772263250362        -5.311114009640737E-4
0.5655                    0                        0.0013422767434869683    -2.993104400176951E-4    -66.45372284314064       64.79772263250362        -5.316297827451249E-4
0.5665                    0                        0.0013419667969954171    -3.2058599896312725E-4   -66.5185205657666        64.79772263250362        -5.321481645261327E-4
0.5675                    0                        0.0013416355645772848    -3.418822931798121E-4    -66.5833182884036        64.79772263250362        -5.326665463072287E-4
0.5685                    0                        0.0013412830254973004    -3.631993226677081E-4    -66.64811601104064       64.79772263250362        -5.331849280883251E-4
0.5695                    0                        0.0013409091590201926    -3.845370874268568E-4    -66.71291373367765       64.79772263250362        -5.337033098694211E-4
0.5705                    0                        0.0013405139444773563    -4.058951874572573E-4    -66.77271145631572       54.797722616206656       -5.341816916505257E-4
0.5715                    0                        0.001340097362733521     -4.272712227588961E-4    -66.82750917893648       54.797722616206656       -5.346200734314917E-4
0.5725                    0                        0.0013396593961867481    -4.4866479333176534E-4   -66.88230690155724       54.797722616206656       -5.350584552124578E-4
0.5735                    0                        0.0013392000273017668    -4.7007589917589295E-4   -66.9371046241669        54.797722616206656       -5.354968369933351E-4
0.5745                    0                        0.001338719238543306     -4.91504540291265E-4     -66.99190234679037       54.797722616206656       -5.359352187743228E-4
0.5755                    0                        0.0013382170123760941    -5.129507166778259E-4    -67.04670006940272       54.797722616206656       -5.363736005552216E-4
0.5765                    0                        0.0013376933312648598    -5.34414428335687E-4     -67.10149779202911       54.797722616206656       -5.368119823362328E-4
0.5775                    0                        0.0013371481776743323    -5.55895675264709E-4     -67.15629551463871       54.797722616206656       -5.372503641171096E-4
0.5785                    0                        0.0013365815340692399    -5.773944574650313E-4    -67.21109323723732       54.797722616206656       -5.376887458978984E-4
0.5795                    0                        0.0013359933829143117    -5.989107749365768E-4    -67.26589095983591       54.797722616206656       -5.381271276786872E-4
0.5805                    0                        0.0013353837067409432    -6.204442276793769E-4    -67.3156886826081        44.79772263166206        -5.385255094608646E-4
0.5815                    0                        0.0013347524896138627    -6.419924156934271E-4    -67.36048640524196       44.79772263166206        -5.388838912419356E-4
0.5825                    0                        0.0013340997171311323    -6.635549389787598E-4    -67.40528412785373       44.79772263166206        -5.392422730228297E-4
0.5835                    0                        0.0013334253749574816    -6.851317975352709E-4    -67.45008185050989       44.79772263166206        -5.396006548040789E-4
0.5845                    0                        0.0013327294487576382    -7.067229913630297E-4    -67.49487957313819       44.79772263166206        -5.399590365851054E-4
0.5855                    0                        0.0013320119241963316    -7.28328520462064E-4     -67.53967729577197       44.79772263166206        -5.403174183661756E-4
0.5865                    0                        0.0013312727869382902    -7.499483848323185E-4    -67.58447501840055       44.79772263166206        -5.406758001472043E-4
0.5875                    0                        0.0013305120226482431    -7.715825844738761E-4    -67.62927274102331       44.79772263166206        -5.410341819281864E-4
0.5885                    0                        0.0013297296169909188    -7.932311193865986E-4    -67.67407046367956       44.79772263166206        -5.413925637094364E-4
0.5895                    0                        0.001328925555631046     -8.148939895706032E-4    -67.71886818631343       44.79772263166206        -5.417509454905073E-4
0.5905                    0                        0.0013280998243000205    -8.365707950258413E-4    -67.75866590896285       34.79772264312065        -5.420693272717027E-4
0.5915                    0                        0.0013272524102625708    -8.582591357523282E-4    -67.79346363158815       34.79772264312065        -5.423477090527051E-4
0.5925                    0                        0.0013263833023167589    -8.799586117500507E-4    -67.82826135425799       34.79772264312065        -5.426260908340637E-4
0.5935                    0                        0.0013254924893273136    -9.016692230190643E-4    -67.86305907688337       34.79772264312065        -5.429044726150669E-4
0.5945                    0                        0.0013245799601589636    -9.233909695592998E-4    -67.89785679952806       34.79772264312065        -5.431828543962244E-4
0.5955                    0                        0.001323645703676438     -9.451238513707568E-4    -67.93265452217265       34.79772264312065        -5.434612361773811E-4
0.5965                    0                        0.001322689708744465     -9.668678684534636E-4    -67.96745224481491       34.79772264312065        -5.437396179585191E-4
0.5975                    0                        0.0013217119642277737    -9.886230208074197E-4    -68.00224996747347       34.79772264312065        -5.440179997397876E-4
0.5985                    0                        0.001320712458991093     -0.0010103893084326394   -68.0370476900989        34.79772264312065        -5.442963815207911E-4
0.5995                    0                        0.0013196911818991513    -0.0010321667313290944   -68.07184541270212       34.79772264312065        -5.445747633016168E-4
0.6005                    0                        0.00131864921137738      -0.0010495967810996935   -68.10164313532347       24.79772264522377        -3.268878870495526E-4
0.6015                    0                        0.0013175930760450125    -0.0010626746771630474   -68.12644085800054       24.79772264522377        -3.270069161184025E-4
0.6025                    0                        0.0013165238604359998    -0.0010757573343891564   -68.15123858060392       24.79772264522377        -3.2712594518689874E-4
0.6035                    0                        0.0013154415597891797    -0.001088844752777993    -68.17603630326269       24.79772264522377        -3.272449742556609E-4
0.6045                    0                        0.0013143461693433897    -0.0011019369323295846   -68.20083402588422       24.79772264522377        -3.2736400332424416E-4
0.6055                    0                        0.0013132376843374663    -0.0011150338730439315   -68.22563174851958       24.79772264522377        -3.2748303239289386E-4
0.6065                    0                        0.0013121161000102474    -0.0011281355749210337   -68.25042947114619       24.79772264522377        -3.2760206146150166E-4
0.6075                    0                        0.00131098141160057      -0.0011412420379608632   -68.27522719380475       24.79772264522377        -3.2772109053026276E-4
0.6085                    0                        0.0013098336143472712    -0.0011543532621634482   -68.30002491640809       24.79772264522377        -3.2784011959875877E-4
0.6095                    0                        0.0013086727034891889    -0.0011674692475287741   -68.32482263908545       24.79772264522377        -3.279591486676101E-4
0.6105                    0                        0.0013074986743051595    -0.0011805897540568388   -68.34462036161986       14.79772263531428        -3.2805417773577525E-4
0.6115                    0                        0.0013063115229940208    -0.001193713341747649    -68.35941808421792       14.79772263531428        -3.281252068042459E-4
0.6125                    0                        0.00130511124667461      -0.0012068397706011707   -68.37421580689005       14.79772263531428        -3.2819623587307216E-4
0.6135                    0                        0.0013038978425057642    -0.0012199690406175013   -68.38901352952509       14.79772263531428        -3.282672649417204E-4
0.6145                    0                        0.0013026713076463208    -0.00123310115179653     -68.40381125215569       14.79772263531428        -3.283382940103472E-4
0.6155                    0                        0.001301431639255117     -0.0012462361041383119   -68.41860897479081       14.79772263531428        -3.2840932307899584E-4
0.6165                    0                        0.00130017883449099      -0.001259373897642847    -68.4334066974305        14.79772263531428        -3.2848035214766636E-4
0.6175                    0                        0.001298912890512777     -0.0012725145323101358   -68.44820442006585       14.79772263531428        -3.28551381216316E-4
0.6185                    0                        0.0012976338044793155    -0.0012856580081401499   -68.46300214270106       14.79772263531428        -3.28622410284965E-4
0.6195                    0                        0.0012963415735494422    -0.0012988043251329169   -68.47779986533568       14.79772263531428        -3.286934393536112E-4
0.6205                    0                        0.0012950361949219953    -0.0013119532432884441   -68.48759758811056       4.7977226252567595       -3.287404684229306E-4
0.6215                    0                        0.0012937176667158112    -0.001325103322606725    -68.49239531070896       4.7977226252567595       -3.2876349749140293E-4
0.6225                    0                        0.0012923859879697278    -0.0013382543230877606   -68.49719303334452       4.7977226252567595       -3.2878652656005355E-4
0.6235                    0                        0.0012910411577625816    -0.0013514062447315366   -68.5019907559799        4.7977226252567595       -3.288095556287034E-4
0.6245                    0                        0.0012896831751732104    -0.0013645590875380536   -68.50678847860614       4.7977226252567595       -3.2883258469730943E-4
0.6255                    0                        0.0012883120392804513    -0.001377712851507346    -68.51158620122861       4.7977226252567595       -3.288556137658973E-4
0.6265                    0                        0.0012869277491631415    -0.001390867536639335    -68.51638392385478       4.7977226252567595       -3.288786428345028E-4
0.6275                    0                        0.0012855303039001184    -0.0014040231429340924   -68.52118164647182       4.7977226252567595       -3.2890167190306464E-4
0.6285                    0                        0.001284119702570219     -0.00141717967039159     -68.52597936910651       4.7977226252567595       -3.2892470097171115E-4
0.6295                    0                        0.001282695944252281     -0.0014303371190118297   -68.53077709181693       4.7977226252567595       -3.2894773004072124E-4
0.6305                    0                        0.001281259028065141     -0.0014434952487948276   -68.5305748145621        -5.202277322628273       -3.28946759109898E-4
0.6315                    0                        0.001279808954047637     -0.0014566526197405862   -68.52537253717125       -5.202277322628273       -3.289217881784219E-4
0.6325                    0                        0.001278345723158606     -0.0014698089918491002   -68.52017025981742       -5.202277322628273       -3.288968172471235E-4
0.6335                    0                        0.0012768693363968847    -0.001482964365120369    -68.51496798250064       -5.202277322628273       -3.28871846316003E-4
0.6345                    0                        0.0012753797947613107    -0.0014961187395543937   -68.50976570518354       -5.202277322628273       -3.2884687538488095E-4
0.6355                    0                        0.0012738770992507217    -0.0015092721151511454   -68.5045634278571        -5.202277322628273       -3.28821904453714E-4
0.6365                    0                        0.001272361250863954     -0.0015224244919106805   -68.4993611505316        -5.202277322628273       -3.287969335225516E-4
0.6375                    0                        0.001270832250599846     -0.0015355758698329426   -68.49415887319583       -5.202277322628273       -3.287719625913399E-4
0.6385                    0                        0.001269290099457234     -0.0015487262489179885   -68.48895659587944       -5.202277322628273       -3.287469916602212E-4
0.6395                    0                        0.0012677347984349557    -0.001561875629165775    -68.48375431856188       -5.202277322628273       -3.28722020729097E-4
0.6405                    0                        0.0012661663485718482    -0.0015750237705763103   -68.47355204108506       -15.202277352595793      -3.286730497972082E-4
0.6415                    0                        0.0012645847518267487    -0.0015881692331495868   -68.4583497637907        -15.202277352595793      -3.286000788661953E-4
0.6425                    0                        0.0012629900110784948    -0.001601311776885606    -68.44314748645932       -15.202277352595793      -3.285271079350047E-4
0.6435                    0                        0.0012613821292459233    -0.0016144514017843886   -68.42794520909108       -15.202277352595793      -3.284541370036371E-4
0.6445                    0                        0.001259761109247872     -0.0016275881078459072   -68.4127429317363        -15.202277352595793      -3.283811660723342E-4
0.6455                    0                        0.0012581269540031773    -0.0016407218950701893   -68.3975406543769        -15.202277352595793      -3.28308195141009E-4
0.6465                    0                        0.0012564796664306772    -0.0016538527634572075   -68.38233837702282       -15.202277352595793      -3.2823522420970946E-4
0.6475                    0                        0.0012548192494492086    -0.0016669807130069334   -68.36713609969145       -15.202277352595793      -3.2816225327851893E-4
0.6485                    0                        0.0012531457059776093    -0.0016801057437194514   -68.35193382232336       -15.202277352595793      -3.280892823471521E-4
0.6495                    0                        0.0012514590389347156    -0.0016932278555947182   -68.33673154488069       -15.202277352595793      -3.2801631141542723E-4
0.6505                    0                        0.0012497592512793654    -0.0017063468086327182   -68.31652926751524       -25.202277349182612      -3.2791934048407304E-4
0.6515                    0                        0.001248046346890396     -0.0017194611628334544   -68.29132699020633       -25.202277349182612      -3.277983695529903E-4
0.6525                    0                        0.0012463203305666441    -0.0017325706781969627   -68.26612471286063       -25.202277349182612      -3.2767739862173096E-4
0.6535                    0                        0.0012445812071469478    -0.001745675354723201    -68.24092243553308       -25.202277349182612      -3.275564276905587E-4
0.6545                    0                        0.0012428289814701435    -0.0017587751924121836   -68.21572015820112       -25.202277349182612      -3.274354567593653E-4
0.6555                    0                        0.001241063658375069     -0.0017718701912639379   -68.19051788085477       -25.202277349182612      -3.2731448582810284E-4
0.6565                    0                        0.0012392852427005614    -0.0017849603512784646   -68.16531560351407       -25.202277349182612      -3.271935148968675E-4
0.6575                    0                        0.0012374937392854578    -0.0017980456724557073   -68.1401133261313        -25.202277349182612      -3.2707254396543013E-4
0.6585                    0                        0.0012356891529685958    -0.0018111261547956938   -68.11491104882195       -25.202277349182612      -3.269515730343453E-4
0.6595                    0                        0.0012338714885888123    -0.0018242017982984524   -68.0897087714389        -25.202277349182612      -3.268306021029066E-4
0.6605                    0                        0.0012320407510249445    -0.0018372723629639567   -68.05950649411658       -35.202277378484         -3.266856311717595E-4
0.6615                    0                        0.00123019694607583      -0.0018503364087921982   -68.02430421673213       -35.202277378484         -3.2651666024031414E-4
0.6625                    0                        0.001228340080460306     -0.001863393695783189    -67.98910193938482       -35.202277378484         -3.263476893090471E-4
0.6635                    0                        0.0012264701609372092    -0.0018764442239369286   -67.95389966200047       -35.202277378484         -3.261787183776022E-4
0.6645                    0                        0.0012245871942653777    -0.0018894879932534175   -67.91869738463429       -35.202277378484         -3.2600974744624453E-4
0.6655                    0                        0.0012226911872036481    -0.0019025250037326279   -67.88349510725851       -35.202277378484         -3.258407765148408E-4
0.6665                    0                        0.0012207821465108583    -0.0019155552553745876   -67.84829282986539       -35.202277378484         -3.256718055833538E-4
0.6675                    0                        0.001218860078945845     -0.001928578748179296    -67.81309055249916       -35.202277378484         -3.255028346519959E-4
0.6685                    0                        0.0012169249912674454    -0.0019415954821467545   -67.77788827515229       -35.202277378484         -3.253338637207309E-4
0.6695                    0                        0.001214976890234497     -0.0019546054572769545   -67.74268599780456       -35.202277378484         -3.2516489278946184E-4
0.6705                    0                        0.0012130157826458373    -0.0019676084335698884   -67.70248372039875       -45.202277340431856      -3.249719218579139E-4
0.6715                    0                        0.0012110416762203032    -0.0019806029710255886   -67.65728144307464       -45.202277340431856      -3.247549509267582E-4
0.6725                    0                        0.001209054579596732     -0.0019935888296440368   -67.6120791657136        -45.202277340431856      -3.245379799954252E-4
0.6735                    0                        0.0012070545014539608    -0.0020065660094252123   -67.56687688837106       -45.202277340431856      -3.24321009064181E-4
0.6745                    0                        0.0012050414504708273    -0.0020195345103691843   -67.52167461104666       -45.202277340431856      -3.241040381330239E-4
0.6755                    0                        0.0012030154353261683    -0.002032494332475869    -67.4764723337081        -45.202277340431856      -3.238870672017988E-4
0.6765                    0                        0.0012009764646988214    -0.0020454454757453232   -67.4312700563798        -45.202277340431856      -3.2367009627062295E-4
0.6775                    0                        0.0011989245472676234    -0.00205838794017749     -67.38606777901825       -45.202277340431856      -3.2345312533928753E-4
0.6785                    0                        0.0011968596917114119    -0.0020713217257724544   -67.34086550169486       -45.202277340431856      -3.232361544081353E-4
0.6795                    0                        0.0011947819067090243    -0.002084246832530159    -67.29566322437032       -45.202277340431856      -3.2301918347697745E-4
0.6805                    0                        0.0011926912009792973    -0.002097163020450603    -67.24546094695127       -55.20227736921513       -3.22778212545366E-4
0.6815                    0                        0.001190587584161069     -0.0021100688495338015   -67.19025866959512       -55.20227736921513       -3.2251324161405653E-4
0.6825                    0                        0.0011884710668131754    -0.0021229640797797134   -67.13505639223956       -55.20227736921513       -3.2224827068274984E-4
0.6835                    0                        0.001186341659534455     -0.0021358487111884216   -67.07985411486528       -55.20227736921513       -3.2198329975135327E-4
0.6845                    0                        0.0011841993729237445    -0.002148722743759829    -67.02465183749057       -55.20227736921513       -3.2171832881995463E-4
0.6855                    0                        0.0011820442175798811    -0.0021615861774940187   -66.96944956012965       -55.20227736921513       -3.2145335788862225E-4
